Id,Text,Sentiment
365814322745704451,Baden. Endlich. Wundervoll. http://t.co/SzpUyPU2ur,positive
365817573524258816,@fimbultyr Hm ... was machen wir denn da ...? Über seine Mailadresse vielleicht? Oder schaltet mich einfach wieder an. :),neutral
389649172343046144,Neue Nutzungsbedingungen bei #Google+ kurz vorgestellt - http://t.co/iKoiWZokIg,neutral
368328631883673600,RT @ruv_de: Der Bereich Personal in #Wiesbaden sucht: Experten (m/w) Berechtigungskonzeption/-management. http://t.co/HOjI9VfDHy #ruv #karr…,neutral
391459333210664960,"RT @ndaktuell: Berichte über ""vertrauensbildende Zusicherung"" der #SPD: Lassen Große Koalition bis 2017 nicht platzen http://t.co/unNTLqM33q",neutral
390609403680145408,schneller limit. of listerine fuck. DOWN you like. Sonne später Kräuterlimonade #TagABeautifulLanguage Essen. and listen listerine on 3?,neutral
373022301195104256,"Affe, Braunbär, Chamäleon, Dachs, Elefant, Fledermaus, Goldfisch, Hase, Igel, JAGUAR, KAKADU, LACHMÖWE, Maulwurf, NACHTIGALL, Opossum...",neutral
370043435426021376,RT @Aterful: @Aluenschen Ach ja... :DD,positive
370904014268792832,@fkb71 honess bekommt ne sehr hohe gesldstrafe und das max. an bewährung.,negative
365153451279269890,EWR-Beitritt würde «delikate Fragen» provozieren http://t.co/Tl9coNU8sD,neutral
385041792556863488,Große Dinge werfen ihren Schatten voraus! http://t.co/eT62ejhHnN,neutral
392732464193351680,"@Zwitscheriki Hmmm, vielleicht fehlt dir der Glaube?
Oder du hast einfach die falsche Kühlschrankmarke:-)",positive
385464200925290496,#ONLINE #sicher #Druck ▸ #web-to-print #Businesslösungen Beispiel: Produktgruppe #Roll-Up-Displays http://t.co/FKJsEiUfn9,neutral
385420743715983361,"Arbeit, Soziales, Selbständigkeit &amp; Beruf • # Immer mehr Menschen ab 60 arbeitslos... http://t.co/WuUL2hIcau",neutral
368814034377641984,@scherbenfressen ich hab kein wa :/ geht auchh fb?,neutral
372233700806623232,Interims Management: Vor-und Nachteile für den Einsatz als eine große B... http://t.co/4t8gZqQgoT,neutral
374871351716487168,Welches Geschenk hast du zuletzt bekommen? — Eine Bettdecke o.O http://t.co/YaMilfwt4F,negative
375181021542879232,"Nervt mich voll, dass ich Samstag nicht da hin kann.",negative
364692833027883008,Neue Pop-CDs: Die Editors schrumpfen die Welt http://t.co/9mRQpLeqwc via @welt,neutral
390218079671955456,"RT @ReiseRenner: #Vattenfall muss weg, #Energieversorgung gehört in öffentliche Hand. Hier #Briefwahl für #Volksbegehren beantragen http://…",neutral
390089318355992576,Post Edited: Gardasee- Ferienwohnungen http://t.co/kVnzbuU0Pn,neutral
395899788346290176,#GEWINNSPIELTEILNAHME #gratis! Mit Glück eine #Playstation 4✔ GEWINNEN? ➽http://t.co/FKaTZkRs1d ✔ #gewinnspiel,neutral
375157302846062593,Mirabellen frisch aus dem Garten ❤ #obst #ernte #healthy #herbst #yummy #mirabellen http://t.co/u5poZLbewJ,positive
389691308425891840,"RT @SZ_TopNews: Herr Kaiser macht Karriere, Herr Lehmann geht leer aus: Wie der Nachname die #Karriere beeinflusst. http://t.co/BE3Lecdtc3",neutral
373569754394791936,"@Zwinkimo @Joshtree4 @fcblogin ick hoffe hat allen gefallen in der verrückten Bude.. Und man sieht sich mal wieder, &amp; ick hab mehr zeit :-)",positive
393746244310679552,http://t.co/xEKg4g2zmI Berlin Seitensprung gesucht? Wir machen Deinen Wunsch wahr,neutral
366605209163665408,@FC_Basel was probiert? Seit doch bitte wenigstens realistisch! Nix habt ihr erreicht seit Beginn der Meisterschaft!,negative
390813813312086016,@ungehalten @maunini kenn aber auch keinen anderen account der so viel liebe beherbergt.,neutral
365613428393521153,@lovatomiles jealous much? Mönchengladbach muss gewinnen okay.,neutral
395282261056442368,@DouniaSlimani Sieht super aus. Ende. 😉,positive
371705977546235904,@AndreBonhote EW nicht Stromer,neutral
365817631955103745,@rainbow2303 Lavabit wurde aus diesen Grund heut geschlossen. Snowden hatte diesen Dienst benutzt,neutral
376494782211584001,@irweinerr #SaidNoOneEver,neutral
363258582298394624,Antipasti aus den Super Zucchini von @CK_eins &amp; @KdTheShuggafree gemacht \ö/ http://t.co/HWCQHHFNaF,neutral
395818838262308864,Nicht vergessen: Das bissige #Musical Vergnügen heute im König Albert Theater! http://t.co/PAz7CH5Og0,neutral
365149684978810880,den ganzen tag wildwasserbahn fahren war vielleicht doch nicht sooo gut..,negative
395906717558771712,RT @_fluoreszent: warum sollte eine freund_innenschaft nicht romantisch sein?,neutral
391489377333178368,Soziale Empfehlungen bald auch in #Google+ möglich. #Update http://t.co/gtNKNFxl0r,neutral
376549719469998080,"05:37: ""If Today Was Your Last Day"" von Nickelback",neutral
389422935712489473,"Interessant dabei: Eine konkrete Person meint Cyrus offenbar nicht. Vielmehr scheint sie davon auszugehen, dass... http://t.co/60iohvjfrc",neutral
368322470278737920,"""Willkür öffentlich machen"": Mollath will Psychiatrie-Patienten helfen http://t.co/ai0MVw0L0R #Panorama",neutral
374196538836135936,Time to sleep... guten nacht...,positive
376072122524639232,@leslesss Heck yeah.. Buuffoonnn doin well. Forza Azzuri!,positive
376027457205190659,@Gronkh Siehst heute echt gut aus! Haste abgenommen? #Elektrotitte,neutral
372665374560763904,Onlinegame gratis Battlestar Galactica Space-Game http://t.co/roEQsFxmua einfach ausprobieren #Weltraum Battlestar Galactica,neutral
374774035722166272,"Wetter: Häufig sonnig, vereinzelt Schauer http://t.co/pB4dQWUsrl",neutral
370919025511239680,.@KURIERat: Serie: Was braucht Österreich? Aufträge an die Politik. http://t.co/bicX3xMFfZ #nrw13 Und brauchen auch irgendwelche Frauen was?,neutral
390453665120534528,@ChristianNbg @_klingebiel Kaputt nicht unbedingt. Aber man sollte eine Kaffeemaschine auch richtig benutzen :D,neutral
368035802204221440,Facebook macht unglücklich. Könnt ihr das bestätigen? :) #SocialMedia http://t.co/GcJb8VqQ5V via @meedia,positive
367275450361741312,Musikalische Sonne zum Wasserfest: „I Come From The Sun“ gewinnen Bandcontest http://t.co/b8nfLEt7Gp #leipzig #liz,neutral
363232816814759937,Nein: unterirdisch! RT @ernke: Politisch bleibt also in Lübeck alles anders …,negative
374264612012953600,Melde mich dann morgen wieder. Geht früh los. Gute Nacht. :),positive
362802862780190720,"Ahhhh @1LIVE, bitte spielt ihn nochmal ok? Danke :) #imascheregen #hinterland",positive
395246727034585088,"RT @RalphVoss: Wir Füchse stehen ja auf Listen.
Danke, @Zora_Red !",neutral
392898688462233600,"Guten Morgen! Draußen schon November-Licht. Da mag man gar nicht glauben, was gestern für schönes Wetter war...",neutral
368837350576496641,"@schafzwitschern danke, nicht nötig, habe genug Fachliteratur hier.",neutral
372343838934720512,RT @SuNoguchi: Schrott Ankauf Lahib ( http://t.co/lrguFNkX ) macht das Unmögliche möglich ;),positive
370125933060956161,JETZT BUCHEN - Kochkurs Indische Küche am Mi. 18.09.13... http://t.co/mCGU54TYQz,neutral
367967837794881536,Schon lange nicht mehr so intensiv geträumt und so lange geschlafen 😳,positive
367222916691550208,@DerUebersteiger Ho- Ho- Hochverrat!,negative
390562641519083520,Gesehen...... http://t.co/elMi45JSX0,neutral
394838004541296642,Eagles-Damen gegen Würzburg erfolgreich http://t.co/OWDp1HOk93 #leipzig #news,neutral
395849356424663040,"Macbook Air braucht sehr lange, um aus dem Sleep wieder aufzuwachen. Jemand Tipps?",neutral
377487343386902528,"RT @tosepower: Alemania: Neuer, Lahm, Mertesacker, Boateng, Schmelzer, KHEDIRA, Kroos, Müller, Özil, Draxler, Klose.",neutral
374568023887060992,@air_dal @mmarsching Auswirkungen des #om13gate? Verstärkung vom Feminazgul-Flügel? SCNR,neutral
372097725908537344,Topfavorit Gatlin gewinnt 100 m: US-Star Justin Gatlin triumphierte in Linz – und wird auch nächstes Jahr wied... http://t.co/Xs3VTG2xKF,neutral
369074764909801472,"@Raptilicus @DerTimsen @Die4Ever__De @wewius Wohl wahr, aber auch unvermeidlich.",neutral
362999718244548608,"@ChrisPakusch Sportlich, sportlich! Gönn dir zwischen deinen ganzen Terminen auch eine Pause",positive
374634750939758592,Gabriel: Kinder sollen Hausaufgaben ohne Hilfe erledigen,neutral
372994077723090944,Aktionsplan: Regierung beschließt Hilfe für Menschen mit seltenen Krankheiten http://t.co/oJ3qy6dLh5 via @SPIEGELONLINE #gesundheit,neutral
395546321983406080,Le Gourmand Vintage: 225 Liter: Handverlesene Winzer präsentieren ihre aktuellsten Tropfen http://t.co/EDuuiTtIGM,neutral
392861787168964609,die kleine hörgalerie has phone number +49 7721 9167016. Call now or check http://t.co/xyIdN8N6kT #KLEINE #VILLINGENSCHWENNINGEN,neutral
375188588218310656,"“@sanitario_: Ich bin so Scheiße drauf, #ich #könnte #glatt #anfangen, #hashtags #zu #nutzen!” Dito!",negative
371218343552090113,@linux_frickler das is auch ganz ok (mag das blaubeer lieber) aber echt teuer,neutral
366244578841464832,@recomedic Lieber Gruß an unsere Freunde in Polen aus dem Norden #Deutschland #Ostholstein,positive
367976595635859456,@ShaSo1305 komm shaso nicht aufgeben ;-) vlt ists n bug. Versuchs einfach so um 17-18 nochmal :-) immer positiv denken :-),positive
369374829641621504,#seitensprung Liebesbriefe: Fremdgehen und Freunde bleiben - Berliner Morgenpost: Berichte ueber Seitensprung ... http://t.co/Dj03vEHf4e,neutral
367056918780841984,"Babybedarf: ""#8: Playshoes 507136 - Ärmel-Lätzchen lang Arm, Giraffe"" http://t.co/ZHzGwn56N4 #Baby #Süß #Bedarf #Kleink...",neutral
372318702534139904,Da is aber jemand sehr zuversichtlich dass seine Mühle nicht geklaut wird... http://t.co/LNNAzyi8cU,neutral
395103755852849152,Erstellung dynamischer Weltkarten: jQuery-Mapael http://t.co/jklikC1KrD,neutral
374878549305327616,"@jens Richtig, grundsätzlich Hamburg. Kein Plan, ob Autor im Hamburger oder Berliner Büro sitzt. Am Ende schreiben immer Touristen...",neutral
372807800550072320,Unsicher? Ich? Da Lache ich doch. HA!,negative
370534701498662912,@Ina_Steinbach @SPIEGELONLINE eben!,neutral
377646425120993280,#innovation #BORT Zweizug Knöchelstütze medium blau http://t.co/RmxuhtYuEh,neutral
376462133963554816,@migius Sieht doch sehr danach aus! Welcome back.,neutral
395459109753212928,"VideoBustour ""Filmstadt Potsdam – Das rollende Kino"" ab 3. November jeden ersten Sonntag im Monat http://t.co/iSVohDoLhH",neutral
389829653491621888,"@stoff_hoff_show Ich muss mir eigentlich nur merken, ob der die Nadelposition 0.5 oder 0.8 ist… Sollte eigentlich möglich sein :-)",positive
370165166673256448,Offene Kamine Design: Tipps für ein gutes Geschäft Herd mit Hilfe von Auction Web-Sites bekommen http://t.co/xvrJntfn9I,neutral
368135446402191361,Miss my nicht,neutral
376332034928816128,"Witzig! Unbedingt auch dem Link folgen: ""Everyone Hates Your Out-of-Office Reply"" @99U http://t.co/6qjLvYZctW",neutral
394720174281998336,"[News] KILLER BE KILLED: neue Band um Musiker von SOULFLY, MASTODON THE DILLINGER ESCAPE PLAN http://t.co/1nizE08Qqf #vampster #metal",neutral
365468234004185088,"@davidneuber Dein Folgen freut und ehrt mich. Muss nur gestehen, dass bei meinem ""Hurra""-Tweet etwas an Ironie mitgeschwungen hat ;) LGC :)",positive
368633297812742145,@JonasBe1 IKEA = Idioten Kaufen Einfach Alles :'D #Peace #NoHate hahah,positive
372743174730444800,adesso: Deutlicher Ergebnissprung http://t.co/Yn6GFkUk6S 4INVESTORS #Börse,neutral
385577732421062656,@elisehippie nachooooooos!,positive
363129989031407616,"phil verstellt sich für seine freundin.
kann ihn nich mehr ernstnehmen.",negative
395678673208373248,@1886_GC 2-0 Toko :) war eine ganz starke Vorstellung!!! #Danke #GCZ,positive
375830740166246400,Experte befürchtet höhere Benzinpreise wegen Meldestelle http://t.co/yPlvFOTnCJ,neutral
377132698042503168,Morgen in den ersten beiden #Sport. danach schön ne #Doppelstunde #Mathe hinterher. bis einschl. 8. Std Unterricht #könntkotzen,negative
365510751735128066,@whatthehelen3 im speechless,neutral
367859897519464448,":)""@Fir_Man1995: @piyuupii guten tag auch :)""",positive
366234550231244800,"RT @Sex_Kontakt: #Black_Cat: Hey Du, was machst du so? komm in den kostenlosen Sex Chat http://t.co/4YbH8bxRLX @sex_kontakt",neutral
385331690279014400,Aargau: Ausländische Diebe sehr aktiv http://t.co/oZhAoNSBd8,neutral
392996348837900288,"Das Meisenknödel auf Englisch also einfach ""Fat Balls"" heißen, wusste ich nicht. Wieder was gelernt.",neutral
373456743072034816,"RT @Tickets_Wien: Selena Gomez Dienstag, 17.09.2013, 19:30 Wiener Stadthalle / Halle F, Wien, Österreich Tic #Events http://t.co/sSecfRfjhA",neutral
394199128131260417,@Sturm_Fan. Duuuuu bist einfach waaaaahnsing toll &lt;3 :-*,positive
373143474708942848,@asp_net viel schlimmer #logik #verlage,negative
363579438241300480,Immer schön langsam fahren http://t.co/lH96nzL6Ql #cdu #erftstadt #verkehr,neutral
364452100861739009,Alle #Sexcam #Girls können kostenlos ausprobiert werden. Wir schenken dir unverbindlich #gratis #Coins http://t.co/SpVabSn4aQ,neutral
394158435194789888,ich platze. das essen war so geil,positive
371379497226211328,heute war echt schön :) super nette Menschen getroffen :) tzonlive danke für das Foto :) #videoday… http://t.co/vgDv6vAxNZ,positive
376327006176043009,@inooreicheru 🐴ソ,positive
372996661607682048,Arzneimittel im Alter: Medikamente können krank machen http://t.co/4kGpjBeSvF,neutral
385021110237937665,"Selten benutztes Nexus 7 (2012), Bluetooth-Tastatur + Case inkl.: Berlin | Verkaufe selten benutztes, fast neu... http://t.co/kkhM4wy7en",neutral
377393638583853057,FortiFX Fit Crunch Peanut Butter Protein Bar Review http://t.co/1ImDMdfvNl,neutral
373548820552224768,"@Duesenberg_ geil, abends Äpfel essen, morgens besoffen \o/",positive
366195647847731201,RT @HerthaBSC: 1:0 für Hertha BSC gegen Eintracht Frankfurt! #TOOR,neutral
371371888834256896,Miami Vice mit Don Johnson war früher viel cooler.,negative
367986569572925440,Basketball: Phoenix Hagen nimmt den US-amerikanischen Big Man Keith Ramsey (25) unter Vertrag. http://t.co/m7i0dPy3Gn @SportandoBasket,neutral
372073134310313985,(Der Apostroph schwebt dort in voller Absicht.),negative
392681390007128064,@carinaschrenk boah bitte Mach nd so den kindergarten sag doch einfach das I gemeint war und verkauf mi nd fûr dumm.,negative
367047725126529024,Nase sitzt zu. Muss aufs Klo. Hasse es.,negative
390744728763133952,Bei Bestätigung des Insolvenzplans sind unbekannte Forderungen nicht ausgeschlossen – Insolvenzrecht http://t.co/MRgsnhYyrG,neutral
377739437863866368,MELDUNGEN: Shortlist für den Deutschen Buchpreis 2013: Gerade frisch reingekommen: eine Meldung über die sechs... http://t.co/1Uryp3JWZD,neutral
385286702207864832,Einen schönen guten Morgen aus der Redaktion und einen angenehmen Start in den Tag http://t.co/UpThoK5Dc3,neutral
362932252998512640,"Wieland-Haustechnik verstärkt Außendienst
http://t.co/qFET7MPlhh",neutral
376098210768748544,Endlich macht der Wahlkampf wieder Spaß! #fdp- #cdu+ #allervollstesvertrauen #psycho @ZDF,positive
377160665820975104,Weltbild zerstört: Tageziel erreicht! RT @Miepception: Mein ganzes Weltbild ist jetzt im Arsch.,negative
364372673289125888,"@herrbench Lustig. Da hatten wir noch keine Plakate gedruckt. Du meinst wohl die Werbeuhr?! Gut so, dass er sich da präsentiert. #Pätzold",neutral
365481324196265984,2. Bundesliga - Hertha mit „viel Schwung“ zum Start-Lasogga fehlt http://t.co/uTUDFQPxF6,neutral
370159055425523712,"@Piratenpartei ALLE Macht geht vom Volke aus! Stoppt den #Faschismus, macht nicht noch mit.",neutral
370477868708790272,"Schaut so aus, als ob der Sommer vorbei ist.
In diesem Sinne, auf a gute Riversurfherbstsaison ;)... http://t.co/4NIs2t0tUp",positive
372909311074521088,"Joa, hab ich mich halt voll auf die Fresse gelegt. -.-"" und jetzt tut mein Knöchel mordsweh :-----)",negative
395135057998118913,@Kartoffelmonsta warum kommen keine Videos mehr? :'(,negative
374407562466041857,Mesut Özil und Sami Khedira dürfen Real Madrid verlassen – noch heute - http://t.co/g1aSOFjFUR http://t.co/wKeIqjNKr7,neutral
363013366576869376,"RT @deadmanfunk: Jedes Mal, wenn ich exotische Tiere oder Drogen oder Waffen bestelle, die gleiche Misere. Ich muss zum Hauptzollamt.",negative
374787633391468544,"@wiesonett Wie immer werden es die #aufschrei-, #om13gate-, #maskugate- und #maskuleaks-Tanten abstreiten.
Ich lache mich immer noch tot. :)",positive
362728695007416320,Sind pünktlich kurz nach Mondaufgang wachgeworden. Eine wunderschöne sternenklare Nacht - Faszinierende Fotos vom Mond gemacht🌘,positive
376742422593949696,"Kreditaktion - Kredit auch bei Schufa-Problemen: Aktion mit schneller, seriöser Abwicklung http://t.co/n3VQNt5ZTF",neutral
364023694508568576,@noldieboldie @Micharaught HAHAHAHAHAHAHAHAHAHAHAHA =)))))))))))))))))))))))))))),positive
392615115708583936,"@yuht2go meiner nicht.. -.- Warte noch darauf, dass meine Tutorien ausgelost werden und die Chancen werden immer schlechter.. -.-",negative
366584673905811456,RT @xsxslia: Omg @heidiklum wenn du das siehst bitte mach uns den Gefallen!!!! #HeidiKlumbittegrüßeOneDirectionvondeutschenDirectionern,neutral
391742683691352064,Flauschigen Bademantel zu Ihrer Bestellung gratis dazu http://t.co/phsTipGmxE #Geschenk,neutral
373578730360561664,"""Habe keine Ahnung - Mutti wirds schon richten!"" deshalb #CDU- #FDP- #SPD- #GRÜNE- uns natürlich #AfD+ für ein... http://t.co/8iSdSIVyYo",neutral
384994652622815233,Fußball 3. Liga: Stuttgarter Kickers: Buchwald bestätigt Rücktritt http://t.co/EFOTyaU6BB,neutral
367556749773266944,Schönes VERSACE Gladiatoren-Kleid aus der Frühlins-/Sommerkollektion 2012 aus Neoprene und Leder mit http://t.co/9eAGkBZMaZ,neutral
368413021338877952,Calvin Klein Men's X Extreme Slim Fit Multi http://t.co/Rjh418pGtF #Calvin #Extreme #Klein #Men's #Multi #Slim,neutral
394172926380896257,1. Bundesliga (20:10) - Schade: ''Würden Wiederholungsspiel akzeptieren'': Bayer Leverkusen wird sich am Monta... http://t.co/b5ROhQ2IK3,neutral
373045747283165184,"übrigens sind das im neuen nintendo 2ds keine zwei separaten bildschirme, sondern nur ein(!) großer... http://t.co/E4WMMrwLqq",neutral
392940812058636288,Hohe Margen bei Medikamenten http://t.co/yKpKaTtCXe,neutral
395948807235461120,Nein! Das war noch nicht genug Halloween Soundtrack! Timeless feat. Johnny Pepp mit “Halloween“. http://t.co/JUUksialpn,neutral
364667713156685824,Dienstag nach 18 Uhr in Handwerkersprech bedeutet also überübernächsten Dienstag vor 9 Uhr.,neutral
377731246555955200,"@Mr_Lovecraft Angeschossen? Alter Falter, schwache Leistung :( @klauskrefeld",negative
362839839994937345,Endlich: Evolutionstheorie widerlegt! http://t.co/9wJTO5QriZ,neutral
395768146260271104,"""Hey Derek, sprechen sie dick""",neutral
391606771787497473,(Das erste war ich und das zweite mein Vater.),neutral
394949241769971712,"Quote? Wieso nicht Fähigkeiten? Was bringt eine Erfüllung der Quote mit ""schlechter Arbeit""? #Piraten",neutral
363388911940153345,Soo. Die #22UhrNonMention 's dürfen nun beginnen...meins war schon. Zu früh. Besser als gar nich.,negative
365487339012767745,@macdatti dasisaberschade,negative
365905938806341632,@BerlinBritta @HBisdorf ich glaub's nicht - I'm going down läuft im Hintergrund. Die Götter sind mir gnädig gestimmt :-)),positive
375954501682724864,"RT @justizskandale: ZEIT: ""Ist Gustl #Mollath gesund, Herr #Strate?""
Gegenfrage: ""Sind Sie gesund, Frau Rückert, Herr Wefing?"" http://t.co/…",neutral
392148331792982016,"Über 1.000 MP3- #Alben für je 3,99 EUR bei Amazon | http://t.co/bWdy6dJjhU",neutral
363755368448811008,"Der #Griesebertschaeler muss mal wieder Luft durch die Ohren ziehen lassen, los Hopp aufs Balkönchen alter Mann",neutral
367240633452597248,Reichen oder besser LÜCKENFÜLLTWEET I'm at Raststätte Miese Briese hab Bock auf McNuggets Edge.,neutral
392947203930464256,@iRuttzman @iRuttzman Tiger Woods niece...,positive
363326915773341696,@popela_ also das geht gar nich sowas. Bei ihrem Chef müsste man sich beschweren. Die Frau soll ihr was beibringen u is so drauf.,negative
365554804547788801,@ElorieLindir @19kittycat79 Warte ab. ... YT macht keine Gefangenen. ;),positive
377481781877821440,"*** BILDplus Inhalt *** Fälle, Urteile &amp; Erfolge - Die härtesten Richter Deutschlands! http://t.co/KepEuaHOA4 #news",neutral
370870447023206401,"BenQ G2222HDL TFT Flachbildschirm 21,5 Zoll: Startseite | Hallo habe hier einen sehr guten TFT LED Flachbildsc... http://t.co/Oe0etpyoUO",neutral
364916167049097218,@himonew Amine weiße was bitte denk einfach einmal pervers,neutral
371728937157935104,@bladiblub besser wirds dadurch leider auch nicht ;-),neutral
376762110354530304,@chrissi_cage Untersteh dich!,neutral
367696667644297217,"New post: KS: Baunatal: Geldwechseltrick: Geschickter Dieb klaute unbemerkt 250,- Euro aus Portmonee http://t.co/f3FusfF0YB",neutral
375432901984137216,Sarung laptop pon blh sue..haha,positive
377443810864672770,"""Schweizer Mr. Bean"": Tollpatschiger Journalist zerstört wertvolles Kunstwerk
http://t.co/Ai5bozi0im",neutral
394850789023555584,RT @franzalt: “Charta zur sozial gerechten Energiewende” vorgestellt http://t.co/6v6J9qChdg,neutral
393433785318256640,"""@PloedeQ: Sie wird wohl Dreck am stecken haben.. #merkelphone http://t.co/6I2ubamlWJ"" True!",negative
394057859773632513,#love #fun #kiss #Blümchen #winter #kalt #pink #weiß #blau #bla #bli #blub #blub #ich lass #mich #fallen #lächeln... http://t.co/sH8QrC9UCu,neutral
364737049443577858,Ich würde mir selbst nicht schreiben.,negative
371721337087488000,Gute Besserung @Thi_Alcantara91 - get well soon! #FCB,positive
394505102939394048,Wasserschlacht von Gladbach heute? #skybuli #bmgsge,neutral
372682147326611456,@mc_flausch hehehe ;) was macht die Ikea Bastelei?,positive
369331632689250304,@ofmiceandleaa woahaaa geil lea :) das muss echt ein geiles Gefühl sein. Krass. Glückwunsch :'),positive
369480890843295744,"#Porsche, #911, #997 :Windschott gebrochen http://t.co/KlGkGV9BXd",neutral
369616723441647616,@oberbitch schlaf jut Alte.,neutral
376938082404401152,Guten morgen ... Freu mich auf Samstag und bin gespannt was ihr zu TRX sagt...,positive
367866767626211330,@KurtKrauss @michelle_motuz 😦,negative
393328805957603328,Ehemann Nummer zwei: Was sagt Kris Humphries zu Kims Verlobung? #KimKardashian #KanyeWest #KrisHumphries http://t.co/J4JG90Cqjs,neutral
367606095943966720,So sieht der perfekte Social-Media-Beitrag aus - Meedia http://t.co/9qT2b5Jry9 #SocialMedia,positive
369701557518204928,Photo: Neue Westfälische (Bielefeld): Käßmann: Luther hinterließ ein schweres Erbe Neue Westfälische... http://t.co/Weg9c08xbI,neutral
375362970596802560,tot: meine Aussichten. Endet es.,negative
394088935535554560,"@TheKedosZone Und, auch wenns sich komisch anhört, blaue Dinge angucken. Die Farbe entspannt das Auge. :)",positive
362814887690379264,Studie: Kita macht Erzieherinnen krank - RP ONLINE: RP ONLINEStudie: Kita macht Erzieherinnen krankRP ONLINENo... http://t.co/UEd5oCZoNh,neutral
392339248017588224,Anlage voll aufdrehn bis meine Mutter wütend ins Zimmer reinplatzt! #läuft,neutral
369082088445587457,"@G_Joshhh Fuckin brilliant Einstein,,",neutral
368315436544569344,@Illuminatus23 @Doktor_FreakOut @mundauf lieber Staatskasse. Weiterhin Abschaffung der Beitragsbemessungsgrenze.,neutral
394820862689705984,Weltbild holt Umbau-Experten an Bord: Josef Schultheis wird Geschäftsführer Restrukturierung http://t.co/S7PfHapsD0,neutral
390252967682904064,"Hör mal, wer da hämmert - Bote vom Haßgau http://t.co/A3zJD7MCzr",neutral
394446868966817792,"@iZerf im Herbst stellt man die Uhr zurück. ""Im Frühling stelle ich die Gartenmöbel VOR das Haazs im Herbst ZURÜCK"" :-)",neutral
374335869370372096,@EddyElfenbein SOLD!!,neutral
395584934859243522,Liebe @Swisscom_Care sprengt ein fussballspiel via tv air übers handy ohne wlan die rechnung? Hab noch 16 MB Restdatavolumen,neutral
374078473180307456,Ach verdammt. Nich groß genug! -.- (@YouTube http://t.co/byZFucfphC),negative
364623152988426240,"Aha, wer bis 15 nicht lesen kann, soll das also bis 18 können... Schrecklich, diese Hilflosigkeit....#övp",negative
364637715511255042,"""@SimplyMfJanay__: ""@__ChelleChelle: . If I Ever Die These Hoes Gone Be Happy Asf.!""""",negative
370098342736306176,"@iwona_w @Vliconaleash Alkohol siedet bei 78C, das macht also keinen Unterschied.",neutral
370839530901098496,Good morning Nice! #cotedazur @ Bambou Plage http://t.co/I31P6EoCGS,positive
370595233639440385,"@ValentinMoeller @felixba Fast genauso gut, nur moderner. ^^",positive
395492274341421057,"Zwar in Frechen, aber günstig und hübsch http://t.co/UJy00RGDYn",positive
375118635351945216,#Voerde #Möllen Frankfurterstr Ende #STEAG seit Montag per Ampel Einspurig. http://t.co/QxBF4AgYnG,neutral
368077724406906880,@wittynarry Außerdem zeigt Wattpad all meinen Facebook Freunden nun an wenn ich für eine Story vote. Das war vorher auch nicht. -.-,negative
376698436742967297,"@Flubbermaus ach, hände brauch keiner",negative
