comment	label
1. good feedback on improving the bonus incentive scheme  2. employees are enjoying the training & development programs and courses	all, lot, systemize
the company give effort to help the employee to participate in all activities and give them a chance to grow in the company through some trainings, etc. it is the best way to gain trust and give a positive thinking to every associate.	all, lot, systemize
all my colleague are good to me we don't have any see problem.	all, lot, systemize
since the country´s economic crisis the company adopted a system of constant meetings with all the employees on a monthly basis to which i think is very valuable in order to avoid constraints and keep the company´s proactivity always intact	all, lot, systemize
fun activity and get together on timely basis make strong bounding in organization.	all, lot, systemize
the company is quite flexible and people oriented, it is a great place to work thanks to the partnership created in my team, people is quite friendly in general.	all, lot, systemize
motivated and supportive colleagues, flexibility of workplace (home office if required, etc.)	all, lot, systemize
the company foster a good respect culture for all emplpoyees and it is showing through day to day engagement	all, lot, systemize
the collaboration, trust and respect of the team and manager.	all, lot, systemize
communication, management ensure we are always informed on all development and what is needed to ensure success.	all, lot, systemize
the team environment is really good.  there are always opportunities to share ideas or better ways of doing things and our voices are heard.  my manager really shows great commitment on developing us into better professionals and persons.	all, lot, systemize
there is a willingness for the ground level employees to do a good job and deliver good service.	all, lot, systemize
the respect for people.	all, lot, systemize
our team works well together. we operate with mutual respect and openly share ideas and thoughts.	all, lot, systemize
there is a lot of favoritism at my job - everyone is not treated equally or fair.	all, lot, systemize
it's great that the company does so much for employees - wellness week, little gestures like the easter eggs and ice creams  i really like participating in company team events like the race.  would be good if we could think of some others	all, lot, systemize
i like the working condition in danzas.  the management is happy with my work and they pay attention to my opinions.	all, lot, systemize
whatever we have comment our company take action and give us feedback	all, lot, systemize
company is perfect, but due to some superior attitude issue its having dented,pls try to talk individually to have thier grievanses not with group, so that you will know wat is happenning in that warehouse group, ask them with same question sum resul	all, lot, systemize
safety in our company is observed keenly which is good to our employees. every concern and every idea counts that makes the employees valuable to the company.	all, lot, systemize
for my part since on i am only here for 5 months everything is ok so far good.  like our salary come on time ,they provided uniforms and lockers for staff.	all, lot, systemize
we must work as a team & which ever work is given we have complete that work in respectively time which supervisor or fic gives.	all, lot, systemize
the work attitude the staff carry is something that stands out. we have a wonderful work environment and professional staff.	all, lot, systemize
the employee's who work at the customer facility is not treated or involved in danzas activities/ decisions/ processes same like who work in danzas .  sometimes we don't even know what is happening in danzas.	all, lot, systemize
company is :  • facilitating employees with different schemes.  • adopting new systems.  • provide needful training to employees.  • encourage employees with different activities.	all, lot, systemize
treat equal's either any background	all, lot, systemize
- short distance between worker and local management.  - freedom in work hours,to come early and leave early.  - working from home option.	all, lot, systemize
in this year, we had engagement celebrate like kartini's day and independence day. and this moment all employee have fun and enjoyed.	all, lot, systemize
the best thing in our opinion is colleagues. they understand the situation better than management.	all, lot, systemize
when an employ is pushed to learn to become more an asset not just a worker bee.	all, lot, systemize
the townhalls are more specific to our dept and it helps employess understand better where our dept stans and what needs improvement on.	all, lot, systemize
well, i have a lot to say about the job where i worked.  firstly the environment is good because of the teamwork i received but not from the senior management where they treat us badly with some fakes commitment and engagement.	all, lot, systemize
a very good senior management who allowing us to learn a lot of things and practice in the same time. management who care about our engagement every time.	all, lot, systemize
i haven't seen it yet as all i see is changes that affects us as employees: example, more work less staff	all, lot, systemize
dupont group email with the categories is working well, import no one moved emails with out the response party knowing or a pick up can be missed. warehouse using the sheets provided to then for hawbs and destination.	all, lot, systemize
daily/weekly team huddles help us to gather information across departments to produce the best results for our internal and external customers	all, lot, systemize
we had employee engagement like celebrate kartini's day and independence day, this events make the employees feel that the company understand for creating fun thing to their employee.	all, lot, systemize
now with new management our concerns as warehouse personnel are now being taken in to consideration. many of the tools we needed were acquired. and any of our ideas are taken into consideration as well.	all, lot, systemize
it was well before the union was formed and now it is like everyone is taking  a lay back on the work that has to be done. before the union it was the customer' s priority and now everyone is just for ot.  feel sorry for the company!	all, lot, systemize
danzas always look after the safety of each and every employee.  danzas always takes positive actions on concerns raised in every eos.	all, lot, systemize
hr support is improving year by year. successful in engaging employees in all areas.	all, lot, systemize
working atmosphere in hp admin is not good	all, lot, systemize
employees are very much engaged and feel the urgency to win more business.	all, lot, systemize
[company] employees are very enthousiastic and willing to help the customers however limited by systems, fte productivity not always the correct decisions are made.	all, lot, systemize
everyone is doing their very best to deliver quality even though these rough times.	all, lot, systemize
every opinion is important in our team, and respected.	all, lot, systemize
more information being given	all, lot, systemize
has set up the good platform to let the colleagues to feedback what they needs	all, lot, systemize
the employees suggestions/opinions during engagement period are taken/handled well by hr team.	all, lot, systemize
the hr & management are organizing program/activities/town hall, festival celebration & etc... get all together and keep employees update the latest info, have fun and good food despite busy working schedule. thanks for the effort.	all, lot, systemize
everything has been take away overtime,pay increases &firstchoice.levels of work stress is getting crazy,mangers &supervisors standing at your desk at your stop time pushing you out the door always rushing us causing errors and things not to be done.	all, lot, systemize
the employee forum have been working hard to address the lower scoring areas from the 2016 eos	all, lot, systemize
receiving continues developmental feedback demoralising, wish to have more motivational comments and supportive words.  need more life and work balance environment	all, lot, systemize
meetings conducted to update staffs on the current market status.	all, lot, systemize
thanks for good environment currently in danzas moreover we are happy that i got family insurance for the employees.  please continue to keep employees happy always.	all, lot, systemize
hr have to request rta bus station to extension till near our company	all, lot, systemize
need to implement something like what we had before with the first choice (incentives) to appreciate & motivate the employee	all, lot, systemize
we need to focus on customer needs, not just [company] process. we tend to restrict ourselves because of the process in place for example cae's escalation and file logging but, not consistent. delays after delays from file logging and customs clearances.	all, lot, systemize
the more we educate or staff to understand the entire process of customs entry and transportation the better we will be as a company.	all, lot, systemize
family insurance, its big relief to us, thanks for this. the company introduced fruit a week programme really the idea is very good. the food allowance giving to staff is good initiative. cif training is a very good idea, we are looking more training	all, lot, systemize
-health awareness to the employee  -weekly fruits provided weekly	all, lot, systemize
dear team  it pleasure to have eos on every year. i am always proud to have an eos,its really useful for each and every employee for the company. whatever the we requested in the eos its happened this every year.  thank u	all, lot, systemize
our eos results on the area with low numbers were not worked on but skipped over and other items not of great importance were discussed for improvement	all, lot, systemize
communication is very poor in cae, management doesn't explain what's going on or the future of cae.	all, lot, systemize
implementing ideas that may help other have less workload.	all, lot, systemize
appreciate our department has the right to choose the outing option. staffs are free to discuss, decide where to go, what to do. we have built up great relationship with difference colleagues.	all, lot, systemize
i like the way company provide transportation for the employee to go office. it helps to improve employee engagement.  i like system improvement like edm to help work getting easier	all, lot, systemize
employee engagement . the employees along with the hr team work well. with the programme organized by the hr they are able to attract the staff involvement which have make all of the staff to select that [company] is a best working place to work for as a f	all, lot, systemize
i love working environment and improvement on pd board section. all employee can share what get from work. some experience can be share and improve among team.	all, lot, systemize
weekly pd session keeps all updated on market situation and how we are performing on our kpis	all, lot, systemize
open, approachable and also show equal appreciation to all level.	all, lot, systemize
monthly treats is what i always look forward to every month	all, lot, systemize
i have full freedom in my role and get respect from my supervisor.	all, lot, systemize
there are many staff activities every quarter, every year. here the staff was respected & inspired to show his/her advantage and make job well done.	all, lot, systemize
your employees are working..that's about it.  we give 110% daily.	all, lot, systemize
what is working well is the commitment the managers have for the employers. it seems like they value what each one of us brings to the table and are trying their best to motivate us.	all, lot, systemize
"not much. management is a joke. i guess we are pushed to be ""independent"" by receiving no direction."	all, lot, systemize
what is working well is when upper management/management actively listens to the employees' input and implement their ideas to create a better environment.	all, lot, systemize
i like that senior management is starting to communicate more openly since they let the employees start action teams again at the employee level. i feel that the employee's are finally feeling valued again & that our input actually counts.	all, lot, systemize
i think that the results of the last eos were addressed with proper attention and changes have already happened because of them. when problems arise the employees/senior leadership generally handle them effectively and in a timely manner.	all, lot, systemize
don't think anything is working well.	all, lot, systemize
"for me working well is to ""respect & love my job"""	all, lot, systemize
very good initiatives and action taken bases on last year eos	all, lot, systemize
there were a lot of changes in terms of reducing working hours, insurance for dependants, increased maternity leave that all worked well from the last eos.	all, lot, systemize
timing flexibility, free insurance for family, work from home, 60 days maternity leave, more approachable hr and leadership team	all, lot, systemize
employees are happy with cif - we feel part of a bigger organization.	all, lot, systemize
hr did a good work since last eos	all, lot, systemize
we always give our best to our customers,and we get positive comments from them.	all, lot, systemize
keep the team always updated on company strategies and market developments to better understand how to step ahead in our daily job	all, lot, systemize
introduction of that movie day was a good incentive. should keep those things going	all, lot, systemize
eos(first choice), i have seen positive changes from the last eos.	all, lot, systemize
enjoyed cif - it was a gentle reminder to work together as a team.	all, lot, systemize
training programs are good for team building and product knowledge (ie cif program).	all, lot, systemize
emphasis on the results of previous years eos and the actions taken.	all, lot, systemize
[company] puts on social events, such as birthday get togethers, expo's, cultural days, family days. this shows appreciation to the staff.  also, [company] is putting on training for staff such as cif, exel and seminars on such things as bully/harassment	all, lot, systemize
what is offered to an employee via our hr has certainly increased and the opportunity to use these resources is available during work hours.	all, lot, systemize
feeling good to see management making their best to assist with the continuous improvement and active listen to their employee. knowing at time we can't please everyone.	all, lot, systemize
[company] is a great place to work.  listening to employees opinions gives us the feeling that our opinion is valued.	all, lot, systemize
some of the ideas bought up from the pd board have had a positive effect on our department	all, lot, systemize
our department works well in covering those who are away and keeping us updated as to what is happening within the organisation	all, lot, systemize
the feedback has been listened and the actions have been taken	all, lot, systemize
many areas are improving since nfe. great place to work and great teams.	all, lot, systemize
my bosses are really good in engaging us, the employees, and they try their best to motivate us and to always let us know that we do what we do for the success of the company. a lot is working well, actually.	all, lot, systemize
to work with passion and to enjoy/love our job to be able to deliver our tasks completely and accurately.	all, lot, systemize
the people and their resilience and effectively doing their job despite uncertainties if they still have a job next week, or next month...	all, lot, systemize
changes to the working environment has been done base on the eos result last year.	all, lot, systemize
event organized by rec club is really well done. not only the quarterly event is well organized, the monthly treat is also another plus point for us to interact with the rest of the employee or even smts.  thank you very much	all, lot, systemize
treating your employees fairly is one of those things.  these are all important factors to consider in treating employees fairly. failing to treat all of your employees fairly can result in lost productivity, disgruntled workers and a lack of trust	all, lot, systemize
each and every employee need to understand their job.and do it correctly	all, lot, systemize
we have a good team to handle and support each others and can be able to replace at all times.	all, lot, systemize
office environment, we have our new office which is nice, clean and easy to travel.	all, lot, systemize
cif - where it did bring awareness of the core values and best plans to all employee, and that we appreciate the company spent so many resource to put this all together.	all, lot, systemize
the smt, hr, station was improve the employee engagement and motivate the staffs.	all, lot, systemize
tell chris project is working well. employees voice not only listened, but action taken to improve. thumbs up.  cm-2 engagement created a good platform for active engagement and more updates received via this platform compare to any others meeting	all, lot, systemize
there are more positive aspects in area where management trying the best to get in touch as close as possible with the employee.	all, lot, systemize
townhall sessions to provide latest updates to the employees.	all, lot, systemize
we have more tea-break now ,during this time ,we could share more happyness with eash other	all, lot, systemize
good way to garter every staff by the activities  , such as  monthly  birthday, free fruit	all, lot, systemize
when starting the pd, we can share the experience within the team and help to solve the difficult from others.	all, lot, systemize
first choice & eos follow up actions every year	all, lot, systemize
in my team, mates are encouraged to voice out and raise up individual thoughts / ideas / concerns aiming to daily routine.	all, lot, systemize
appreciation week boost up working atmosphere.  keep on [company] activity club, it bring a strong sense of importance of work-life balance.	all, lot, systemize
cif training is quite good and have positive impact on employee engagement.	all, lot, systemize
[name] is the best boss	all, lot, systemize
positve improvement after last year eos	all, lot, systemize
the cif training is really a good chance for everyone, it motivated me, and i felt the team work among different team/department.  also, more employee engagement activity in place, such as let's coffee, birthday celebration, salon/club activity.	all, lot, systemize
as a team, my teammates and i do our best to help each other out.  my direct supervisor is supportive but is being told that we should be left to figure things out on our own	all, lot, systemize
bring back the first choice awards.  the gift certificates were small but made a positive impact on our team's attitude.	all, lot, systemize
having an hr rep in our building has been the best thing chicago has done in years	all, lot, systemize
i have good communication with one of the employees of brach of makassar. she helped me a lot in my learning process, she taught me about the things i need to know as sales admin, she helped me to solve any kind of problems which related to my job.	all, lot, systemize
feel like my second family and help each other, caring and team work	all, lot, systemize
engagement activity- annual dinner is good, we should have that every year.	all, lot, systemize
i have seen +ve changes with smts post cfm. smts should continue to treat even the entry level with respect.engage in conversation with them as there are always valuable feedbacks and they are make up the one end from e2e process.	all, lot, systemize
i can see hr effort on this area. keep it up!	all, lot, systemize
i feel great when i am being heard and see my ideas being implemented by upper management.	all, lot, systemize
each employee is aware of his/her work and responsibility with the aim of getting better results and giving the client the best service.	all, lot, systemize
we are making progress in the right direction.  we still have some things to improve.  i would like to see our operations team take more ownership.	all, lot, systemize
i have a strong support system with my current manager that provide direction and support when i need it.  i feel that i am appreciated as an employee and colleague.  i think we are making better choices to improving our customer experience, but need	all, lot, systemize
every employee shows strong engagement in their work and effort to please customers every day.	all, lot, systemize
to have enough workload to do, and enough challenges in the tasks so that i can learn more and be a bigger resource. i enjoy my work when i can fully use my work capacities and competence.	all, lot, systemize
we all feel responsible for our activities and take ownership for each activity. the timely communication of information also helps to achieve the desired results.	all, lot, systemize
people took responsibility during go live  stepped up to the plate	all, lot, systemize
we are better communicating with staff since the last survey	all, lot, systemize
roll out of the cif programme was a great initiative  and very timely for nz to re engage everyone especially after the nfe.	all, lot, systemize
giving employees lots of opportunity to voice their opinions, give feedback etc	all, lot, systemize
i think the pd graph boards are working well as it lets everyone contribute and play a part and is an open speaking board to improve and find ways to make our jobs more effiecient	all, lot, systemize
the actions taken for team engagement are excellent	all, lot, systemize
the company takes employee feedback seriously.	all, lot, systemize
office carpet has been changed and it looks more pleasant .	all, lot, systemize
1. good support from our immediate reporting head.  2. freedom to express our view and comments for work related discussions	all, lot, systemize
staff engagement is very good, after initiatives taken by last year.	all, lot, systemize
the business is finally listening and acting upon feedback from the employees.	all, lot, systemize
quarterly town hall meetings giving all employee's  a look at where we are at on the p&l. what is working and what needs improvement.	all, lot, systemize
all staff from fiji was given opportunity to travel to brisbane, australia for cif training. it’s a great environment to work. we have the excellent management.	all, lot, systemize
many activities arranged this year, e.g.pineapple cake course,mid-autumn flowers lantern,diy rubber stamp...  many health talk arranged to staff  activities and talk not limited to kcc/edge staff	all, lot, systemize
i always like to see [company]  in top five position in world	all, lot, systemize
i enjoy all the feedback given to me from my direct team leader.	all, lot, systemize
monthly feedback and updates from the slt is a good thing . it allows a insight into how the business is doing which i think most people appreciates it creates a more open and honest environment to work in.	all, lot, systemize
despite of difficult times where tough decisions are being made staff remains highly motivated and compromised	all, lot, systemize
not all of the employees are dedicated. the company should recruit better employees. we don't need bad employees.	all, lot, systemize
- good start for overall training in 2017 (cif, cfm)  - employee focus	all, lot, systemize
greater focus this year on the eos results from last year and a lot of work put in to try to understand the reasons for the decline	all, lot, systemize
enjoy the company perks lately, snow cones, cotton candy, etc.	all, lot, systemize
the employee appreciation days, the holiday activities, the fun themed days during the summer, the newsletter	all, lot, systemize
i love my team and my supervisors. they are supportive and we all pretty much get along.  // not enough room in #43 so continuing #43 - the facility is dirty/carpet stinks. our cleaning people do a horrible job. toilets are filthy.	all, lot, systemize
we have been working to control our finance b/s as per adequate controls	all, lot, systemize
=> team building  => employees birthday celebration  => good learning platform  => very good on payment specially on time salary	all, lot, systemize
the job stability is great with in the company even do the market is been slow for the past couple of months.	all, lot, systemize
information is being received in a timely manner.	all, lot, systemize
great evvirontment to work. treat everybody equally regardless their educational and race background.	all, lot, systemize
the monthly bonus (performance bonus is going well).  the good and best thing about the company is that it believes in fun at work, so it feels very comfortable atmosphere on the floor.& we feel like their first home as we spent most of time in offic	all, lot, systemize
cif was a great training and we know there is more on the way. there was good effort on follow up from last years eos survey	all, lot, systemize
company communications are frequent. management visiting stations and meeting with staff. encouragement for town halls in the station.	all, lot, systemize
i am happy with all the employee engagement activities conducted by hr team	all, lot, systemize
1) employee engagement ceremony  2) reward and recognition.  3) annual party.  3) various training program	all, lot, systemize
the best way of sharing employees feedback through employee opinion survey	all, lot, systemize
our organization conduct different type of game as well as outings for enjoy everyone.  also they recognize who are perform every month and arrange reward and recognition program.	all, lot, systemize
[company] going the extra mile for the employees. this create positive attitudes in the work place and employess strive to do even better than what they already do.  [company] recognizing the imput of each and every employee.	all, lot, systemize
pd s working well, informative and we know where we need to improve	all, lot, systemize
every thing going good, but required few training class for everyone.	all, lot, systemize
we undergone lots of training like write smart, speak easy which improve our communication as well as personality.	all, lot, systemize
since we have the cif session team work as improved. the implementation of pd board for operations also improve the dialog between colleagues and the focus on client centricity.	all, lot, systemize
cif training was good pity not lived up to as culture in organization and only selected people get to attend training. improvements in the canteen was good.	all, lot, systemize
working well is where by your employer acknowledges your job, performance and appreciates you, this motivates you  to grow strong and love your job, necessary tools and equipment will easy your workload by good communication meeting your kpis.	all, lot, systemize
so far i can commend on satisfaction in side the company in what we do day to day. and the support the company is doing to make sure all the employees are happy in their working condition.  the senior management keep it up you are doing well congrats	all, lot, systemize
to make decisions that will to company sustainability	all, lot, systemize
i love the freedom and the flexibility as both are the key components of job satisfaction	all, lot, systemize
despite some aspects i disagree with, my commitment to work and my quest for a job well done remains unchanged as i think and i believe (and i also wish it to my colleagues) my company has many potentialities to be the best in its field.	all, lot, systemize
we have a great team that is working well together. we are openminded to new ideas and everyones thoughts is taken seriously.	all, lot, systemize
nothing. people are working because they need to work and earn only.	all, lot, systemize
cif program globally has been a very good story with alot of hope for everyone that we would all live more by our values	all, lot, systemize
people are passionate about their work and puts their heart into the business.	all, lot, systemize
we help each other in my team and gives the right informations to get the job done.	all, lot, systemize
new reward and recognition policy, family day out, health and well being, christmas party, appreciation week, dress up for st patricks day and christmas week.	all, lot, systemize
my team leader give me timely feedback for future growth.	all, lot, systemize
pd session / sharing of best practices is helping all of us in delivering the services expected by a customer	all, lot, systemize
the trial transport arrangement that was implemented is a very good initiative to help us get to and from work safely and on time. i personally hope it can continue in the not too distant future.	all, lot, systemize
continuous, often (annual) and consistent survey conducting.	all, lot, systemize
various organised employee engagement activities:  wellness week great to have again.  very enjoyable family day out, hopefully this will continue on a yearly basis.  football tournament & staff relay great fun.	all, lot, systemize
cfm is a great program and will bring in a positive change	all, lot, systemize
we will do eos follow up every year.	all, lot, systemize
great improvement in moral since the last eos!  great job in follow thru.	all, lot, systemize
appreciate all the time and effort put into addressing the issues that came from the last survey.  that has never happened before.	all, lot, systemize
open minded mindsets are key to our success. most people feel free to express opinions even when they may be controversial to others.	all, lot, systemize
i think we have been able to use fsi more efficient than before, we have cut down gateway transfers to local airlines transfers, we are able to give an exact list for what needs to be picked up.	all, lot, systemize
all employees show a high level of engagement to move forward and in spite of not agreeing completely with the country's decisions, they still try hard and try to give their best.	all, lot, systemize
there has been a pro-active approach to seek and improve employee engagement, by basically putting the cif values and into practice through self-reflection. it has been a positive experience to see these values re-emphasized after the cif foundation.	all, lot, systemize
growth and development opportunities. benefits from the hr work (not always valued by employees).	all, lot, systemize
sfo has made a lot of progress in all areas over the past 9 months. the morale has improved a great deal due to team building exercises, employee acknowledgements, station town halls, eos follow up.  barriers that once existed in dept no longer exist	all, lot, systemize
the team gets along well and communicates with each other if questions come up. the lunches occasionally provided by the office management are a good morale boost.	all, lot, systemize
